Date Administered,AgeGroupVacc,7-day_avg_group_cases_per_100k,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup
10/10/2021 12:00:00 AM,18 - 24 Years,23.86892627,0.65,0.544
10/10/2021 12:00:00 AM,25 - 39 Years,27.74066838,0.682,0.584
10/10/2021 12:00:00 AM,40 - 49 Years,26.41835234,0.765,0.673
10/10/2021 12:00:00 AM,50 - 64 Years,21.31085162,0.836,0.75
10/10/2021 12:00:00 AM,65 - 74 Years,17.13604429,0.95,0.871
10/10/2021 12:00:00 AM,75+ Years,19.22869186,0.916,0.819
10/09/2021 12:00:00 AM,5 - 11 Years,29.22218722,0.007,0.004
10/09/2021 12:00:00 AM,12 - 17 Years,29.38932612,0.581,0.487
10/09/2021 12:00:00 AM,18 - 24 Years,23.89161761,0.65,0.544
10/09/2021 12:00:00 AM,25 - 39 Years,27.78225194,0.681,0.584
10/09/2021 12:00:00 AM,40 - 49 Years,26.3815037,0.765,0.673
10/09/2021 12:00:00 AM,50 - 64 Years,21.31039757,0.835,0.75
10/09/2021 12:00:00 AM,65 - 74 Years,17.15428225,0.95,0.87
10/09/2021 12:00:00 AM,75+ Years,19.20275167,0.916,0.819
10/08/2021 12:00:00 AM,5 - 11 Years,29.31911239,0.007,0.004
10/08/2021 12:00:00 AM,12 - 17 Years,29.63773488,0.58,0.486
10/08/2021 12:00:00 AM,18 - 24 Years,24.11333092,0.649,0.543
10/08/2021 12:00:00 AM,25 - 39 Years,28.05687231,0.681,0.583
10/08/2021 12:00:00 AM,40 - 49 Years,26.67204109,0.764,0.672
10/08/2021 12:00:00 AM,50 - 64 Years,21.458645,0.835,0.749
10/08/2021 12:00:00 AM,65 - 74 Years,17.2463203,0.95,0.87
10/08/2021 12:00:00 AM,75+ Years,19.29809939,0.915,0.819
10/07/2021 12:00:00 AM,5 - 11 Years,31.00551001,0.007,0.004
10/07/2021 12:00:00 AM,12 - 17 Years,31.36231984,0.579,0.485
10/07/2021 12:00:00 AM,18 - 24 Years,25.26822559,0.648,0.542
10/07/2021 12:00:00 AM,25 - 39 Years,29.41836456,0.679,0.582
10/07/2021 12:00:00 AM,40 - 49 Years,27.85296929,0.763,0.671
10/07/2021 12:00:00 AM,50 - 64 Years,22.46277727,0.834,0.748
10/07/2021 12:00:00 AM,65 - 74 Years,17.89864534,0.95,0.87
10/07/2021 12:00:00 AM,75+ Years,20.10785398,0.914,0.818
10/06/2021 12:00:00 AM,5 - 11 Years,31.7111052,0.007,0.004
10/06/2021 12:00:00 AM,12 - 17 Years,32.07785128,0.578,0.483
10/06/2021 12:00:00 AM,18 - 24 Years,26.15555154,0.647,0.54
10/06/2021 12:00:00 AM,25 - 39 Years,30.28317599,0.678,0.581
10/06/2021 12:00:00 AM,40 - 49 Years,28.58498179,0.763,0.67
10/06/2021 12:00:00 AM,50 - 64 Years,22.98402704,0.833,0.748
10/06/2021 12:00:00 AM,65 - 74 Years,18.30836315,0.95,0.869
10/06/2021 12:00:00 AM,75+ Years,20.61544041,0.913,0.818
10/05/2021 12:00:00 AM,5 - 11 Years,34.20554742,0.007,0.004
10/05/2021 12:00:00 AM,12 - 17 Years,34.65444974,0.577,0.482
10/05/2021 12:00:00 AM,18 - 24 Years,28.54476057,0.646,0.539
10/05/2021 12:00:00 AM,25 - 39 Years,32.87824354,0.677,0.58
10/05/2021 12:00:00 AM,40 - 49 Years,31.05738412,0.762,0.669
10/05/2021 12:00:00 AM,50 - 64 Years,24.77253123,0.833,0.747
10/05/2021 12:00:00 AM,65 - 74 Years,19.54769589,0.95,0.868
10/05/2021 12:00:00 AM,75+ Years,22.14100403,0.912,0.817
10/04/2021 12:00:00 AM,5 - 11 Years,35.70813875,0.007,0.004
10/04/2021 12:00:00 AM,12 - 17 Years,36.25340268,0.577,0.481
10/04/2021 12:00:00 AM,18 - 24 Years,30.22628343,0.645,0.538
10/04/2021 12:00:00 AM,25 - 39 Years,34.65641574,0.676,0.578
10/04/2021 12:00:00 AM,40 - 49 Years,32.65179663,0.761,0.668
10/04/2021 12:00:00 AM,50 - 64 Years,26.0554504,0.832,0.746
10/04/2021 12:00:00 AM,65 - 74 Years,20.39130739,0.95,0.868
10/04/2021 12:00:00 AM,75+ Years,22.99843248,0.911,0.817
10/03/2021 12:00:00 AM,5 - 11 Years,36.55083536,0.007,0.004
10/03/2021 12:00:00 AM,12 - 17 Years,37.0899977,0.576,0.48
10/03/2021 12:00:00 AM,18 - 24 Years,30.92404215,0.644,0.537
10/03/2021 12:00:00 AM,25 - 39 Years,35.24365162,0.675,0.577
10/03/2021 12:00:00 AM,40 - 49 Years,33.02453484,0.76,0.667
10/03/2021 12:00:00 AM,50 - 64 Years,26.3306049,0.831,0.746
10/03/2021 12:00:00 AM,65 - 74 Years,20.46553163,0.95,0.867
10/03/2021 12:00:00 AM,75+ Years,23.22067682,0.91,0.816
10/02/2021 12:00:00 AM,5 - 11 Years,37.09020136,0.007,0.004
10/02/2021 12:00:00 AM,12 - 17 Years,37.74328419,0.575,0.479
10/02/2021 12:00:00 AM,18 - 24 Years,31.35612308,0.644,0.536
10/02/2021 12:00:00 AM,25 - 39 Years,35.67109686,0.675,0.577
10/02/2021 12:00:00 AM,40 - 49 Years,33.49577232,0.76,0.667
10/02/2021 12:00:00 AM,50 - 64 Years,26.57533802,0.831,0.745
10/02/2021 12:00:00 AM,65 - 74 Years,20.6699664,0.95,0.867
10/02/2021 12:00:00 AM,75+ Years,23.38473099,0.909,0.816
10/01/2021 12:00:00 AM,5 - 11 Years,37.54067744,0.007,0.004
10/01/2021 12:00:00 AM,12 - 17 Years,38.36916005,0.574,0.478
10/01/2021 12:00:00 AM,18 - 24 Years,31.74707597,0.643,0.535
10/01/2021 12:00:00 AM,25 - 39 Years,35.9991215,0.674,0.576
10/01/2021 12:00:00 AM,40 - 49 Years,33.74379204,0.759,0.666
10/01/2021 12:00:00 AM,50 - 64 Years,26.83573587,0.831,0.745
10/01/2021 12:00:00 AM,65 - 74 Years,20.81587005,0.95,0.867
10/01/2021 12:00:00 AM,75+ Years,23.54177431,0.909,0.816
09/30/2021 12:00:00 AM,5 - 11 Years,35.60719595,0.007,0.004
09/30/2021 12:00:00 AM,12 - 17 Years,36.49610089,0.573,0.476
09/30/2021 12:00:00 AM,18 - 24 Years,30.34021287,0.642,0.534
09/30/2021 12:00:00 AM,25 - 39 Years,33.94316267,0.673,0.574
09/30/2021 12:00:00 AM,40 - 49 Years,31.72810031,0.758,0.664
09/30/2021 12:00:00 AM,50 - 64 Years,25.10920954,0.83,0.744
09/30/2021 12:00:00 AM,65 - 74 Years,19.47559234,0.95,0.866
09/30/2021 12:00:00 AM,75+ Years,22.0049933,0.908,0.815
09/29/2021 12:00:00 AM,5 - 11 Years,35.48315181,0.007,0.004
09/29/2021 12:00:00 AM,12 - 17 Years,36.57547749,0.572,0.475
09/29/2021 12:00:00 AM,18 - 24 Years,30.67585561,0.641,0.532
09/29/2021 12:00:00 AM,25 - 39 Years,33.7360892,0.672,0.573
09/29/2021 12:00:00 AM,40 - 49 Years,31.48362373,0.757,0.663
09/29/2021 12:00:00 AM,50 - 64 Years,24.88808704,0.829,0.743
09/29/2021 12:00:00 AM,65 - 74 Years,19.24443685,0.95,0.865
09/29/2021 12:00:00 AM,75+ Years,21.73858054,0.906,0.815
09/28/2021 12:00:00 AM,5 - 11 Years,33.82186434,0.007,0.004
09/28/2021 12:00:00 AM,12 - 17 Years,35.15183831,0.571,0.473
09/28/2021 12:00:00 AM,18 - 24 Years,29.27182893,0.64,0.531
09/28/2021 12:00:00 AM,25 - 39 Years,31.87369445,0.671,0.571
09/28/2021 12:00:00 AM,40 - 49 Years,29.64721483,0.756,0.662
09/28/2021 12:00:00 AM,50 - 64 Years,23.33954843,0.828,0.742
09/28/2021 12:00:00 AM,65 - 74 Years,18.14846293,0.95,0.864
09/28/2021 12:00:00 AM,75+ Years,20.32238637,0.905,0.814
09/27/2021 12:00:00 AM,5 - 11 Years,33.15343217,0.007,0.004
09/27/2021 12:00:00 AM,12 - 17 Years,34.69842094,0.57,0.472
09/27/2021 12:00:00 AM,18 - 24 Years,28.56414276,0.639,0.529
09/27/2021 12:00:00 AM,25 - 39 Years,30.76740285,0.669,0.57
09/27/2021 12:00:00 AM,40 - 49 Years,28.50313528,0.755,0.661
09/27/2021 12:00:00 AM,50 - 64 Years,22.35221602,0.828,0.741
09/27/2021 12:00:00 AM,65 - 74 Years,17.49486547,0.95,0.864
09/27/2021 12:00:00 AM,75+ Years,19.60447407,0.904,0.813
09/26/2021 12:00:00 AM,5 - 11 Years,33.62299196,0.007,0.004
09/26/2021 12:00:00 AM,12 - 17 Years,35.41052606,0.569,0.471
09/26/2021 12:00:00 AM,18 - 24 Years,29.10684398,0.638,0.528
09/26/2021 12:00:00 AM,25 - 39 Years,31.18323846,0.668,0.569
09/26/2021 12:00:00 AM,40 - 49 Years,28.89606938,0.754,0.66
09/26/2021 12:00:00 AM,50 - 64 Years,22.67073232,0.827,0.74
09/26/2021 12:00:00 AM,65 - 74 Years,17.60386907,0.95,0.863
09/26/2021 12:00:00 AM,75+ Years,19.65214794,0.902,0.813
09/25/2021 12:00:00 AM,5 - 11 Years,34.86594435,0.007,0.004
09/25/2021 12:00:00 AM,12 - 17 Years,36.93067346,0.569,0.47
09/25/2021 12:00:00 AM,18 - 24 Years,30.62243642,0.637,0.528
09/25/2021 12:00:00 AM,25 - 39 Years,32.66737055,0.668,0.568
09/25/2021 12:00:00 AM,40 - 49 Years,30.26301237,0.754,0.66
09/25/2021 12:00:00 AM,50 - 64 Years,23.73661544,0.827,0.74
09/25/2021 12:00:00 AM,65 - 74 Years,18.41779088,0.95,0.863
09/25/2021 12:00:00 AM,75+ Years,20.46190253,0.902,0.813
09/24/2021 12:00:00 AM,5 - 11 Years,36.4910732,0.007,0.004
09/24/2021 12:00:00 AM,12 - 17 Years,38.61128721,0.568,0.468
09/24/2021 12:00:00 AM,18 - 24 Years,32.99462695,0.637,0.527
09/24/2021 12:00:00 AM,25 - 39 Years,35.11763443,0.667,0.567
09/24/2021 12:00:00 AM,40 - 49 Years,32.47995439,0.753,0.659
09/24/2021 12:00:00 AM,50 - 64 Years,25.49878472,0.826,0.739
09/24/2021 12:00:00 AM,65 - 74 Years,19.49086133,0.95,0.862
09/24/2021 12:00:00 AM,75+ Years,21.73227076,0.901,0.813
09/23/2021 12:00:00 AM,5 - 11 Years,37.57884486,0.007,0.004
09/23/2021 12:00:00 AM,12 - 17 Years,40.21366648,0.566,0.466
09/23/2021 12:00:00 AM,18 - 24 Years,34.46105481,0.635,0.525
09/23/2021 12:00:00 AM,25 - 39 Years,36.51395555,0.666,0.566
09/23/2021 12:00:00 AM,40 - 49 Years,33.67718103,0.752,0.657
09/23/2021 12:00:00 AM,50 - 64 Years,26.41142585,0.825,0.738
09/23/2021 12:00:00 AM,65 - 74 Years,20.08126214,0.95,0.862
09/23/2021 12:00:00 AM,75+ Years,22.3001506,0.9,0.812
09/22/2021 12:00:00 AM,5 - 11 Years,37.6009418,0.007,0.004
09/22/2021 12:00:00 AM,12 - 17 Years,40.42724091,0.565,0.464
09/22/2021 12:00:00 AM,18 - 24 Years,34.46200028,0.634,0.523
09/22/2021 12:00:00 AM,25 - 39 Years,36.44218696,0.664,0.564
09/22/2021 12:00:00 AM,40 - 49 Years,33.52305449,0.751,0.656
09/22/2021 12:00:00 AM,50 - 64 Years,26.18054127,0.825,0.737
09/22/2021 12:00:00 AM,65 - 74 Years,19.95826197,0.95,0.861
09/22/2021 12:00:00 AM,75+ Years,22.04004762,0.899,0.812
09/21/2021 12:00:00 AM,5 - 11 Years,39.12311904,0.007,0.004
09/21/2021 12:00:00 AM,12 - 17 Years,42.2294893,0.564,0.462
09/21/2021 12:00:00 AM,18 - 24 Years,36.69662456,0.633,0.522
09/21/2021 12:00:00 AM,25 - 39 Years,38.34954261,0.663,0.563
09/21/2021 12:00:00 AM,40 - 49 Years,35.1302223,0.75,0.655
09/21/2021 12:00:00 AM,50 - 64 Years,27.59922148,0.824,0.736
09/21/2021 12:00:00 AM,65 - 74 Years,20.8417425,0.95,0.861
09/21/2021 12:00:00 AM,75+ Years,23.10149216,0.899,0.811
09/20/2021 12:00:00 AM,5 - 11 Years,40.96971941,0.007,0.004
09/20/2021 12:00:00 AM,12 - 17 Years,44.59251332,0.563,0.461
09/20/2021 12:00:00 AM,18 - 24 Years,39.8147929,0.631,0.52
09/20/2021 12:00:00 AM,25 - 39 Years,41.2342175,0.662,0.561
09/20/2021 12:00:00 AM,40 - 49 Years,37.82690532,0.749,0.653
09/20/2021 12:00:00 AM,50 - 64 Years,29.58092409,0.823,0.735
09/20/2021 12:00:00 AM,65 - 74 Years,22.09210284,0.95,0.86
09/20/2021 12:00:00 AM,75+ Years,24.35573541,0.899,0.811
09/19/2021 12:00:00 AM,5 - 11 Years,42.57024032,0.007,0.004
09/19/2021 12:00:00 AM,12 - 17 Years,46.60833614,0.562,0.459
09/19/2021 12:00:00 AM,18 - 24 Years,42.10236364,0.63,0.519
09/19/2021 12:00:00 AM,25 - 39 Years,43.10442236,0.661,0.56
09/19/2021 12:00:00 AM,40 - 49 Years,39.55808299,0.748,0.652
09/19/2021 12:00:00 AM,50 - 64 Years,30.82320576,0.822,0.734
09/19/2021 12:00:00 AM,65 - 74 Years,22.84622112,0.95,0.859
09/19/2021 12:00:00 AM,75+ Years,25.11431071,0.898,0.81
09/18/2021 12:00:00 AM,5 - 11 Years,42.52303324,0.007,0.004
09/18/2021 12:00:00 AM,12 - 17 Years,47.18624342,0.561,0.458
09/18/2021 12:00:00 AM,18 - 24 Years,43.04641794,0.629,0.518
09/18/2021 12:00:00 AM,25 - 39 Years,43.2112309,0.66,0.559
09/18/2021 12:00:00 AM,40 - 49 Years,39.56481496,0.748,0.651
09/18/2021 12:00:00 AM,50 - 64 Years,30.68699066,0.822,0.734
09/18/2021 12:00:00 AM,65 - 74 Years,22.63203117,0.95,0.859
09/18/2021 12:00:00 AM,75+ Years,24.82756644,0.898,0.81
09/17/2021 12:00:00 AM,5 - 11 Years,41.43827479,0.007,0.004
09/17/2021 12:00:00 AM,12 - 17 Years,46.4741383,0.56,0.455
09/17/2021 12:00:00 AM,18 - 24 Years,41.56155337,0.628,0.517
09/17/2021 12:00:00 AM,25 - 39 Years,41.40878403,0.659,0.558
09/17/2021 12:00:00 AM,40 - 49 Years,37.86127377,0.747,0.65
09/17/2021 12:00:00 AM,50 - 64 Years,29.17931658,0.822,0.733
09/17/2021 12:00:00 AM,65 - 74 Years,21.65736086,0.95,0.859
09/17/2021 12:00:00 AM,75+ Years,23.70652957,0.898,0.81
09/16/2021 12:00:00 AM,5 - 11 Years,41.73507676,0.007,0.004
09/16/2021 12:00:00 AM,12 - 17 Years,47.28103848,0.558,0.452
09/16/2021 12:00:00 AM,18 - 24 Years,42.13072782,0.627,0.515
09/16/2021 12:00:00 AM,25 - 39 Years,41.66736201,0.658,0.556
09/16/2021 12:00:00 AM,40 - 49 Years,38.04161954,0.746,0.648
09/16/2021 12:00:00 AM,50 - 64 Years,29.16115457,0.821,0.732
09/16/2021 12:00:00 AM,65 - 74 Years,21.63615394,0.949,0.858
09/16/2021 12:00:00 AM,75+ Years,23.5677145,0.897,0.81
09/15/2021 12:00:00 AM,5 - 11 Years,44.13610922,0.007,0.004
09/15/2021 12:00:00 AM,12 - 17 Years,50.84556144,0.556,0.45
09/15/2021 12:00:00 AM,18 - 24 Years,44.54215546,0.625,0.513
09/15/2021 12:00:00 AM,25 - 39 Years,43.53271193,0.656,0.554
09/15/2021 12:00:00 AM,40 - 49 Years,39.71468973,0.745,0.647
09/15/2021 12:00:00 AM,50 - 64 Years,30.26722114,0.82,0.731
09/15/2021 12:00:00 AM,65 - 74 Years,22.29993071,0.949,0.858
09/15/2021 12:00:00 AM,75+ Years,24.20920839,0.897,0.809
09/14/2021 12:00:00 AM,5 - 11 Years,44.72921095,0.007,0.004
09/14/2021 12:00:00 AM,12 - 17 Years,51.93284944,0.555,0.448
09/14/2021 12:00:00 AM,18 - 24 Years,44.86692526,0.624,0.511
09/14/2021 12:00:00 AM,25 - 39 Years,43.53397844,0.655,0.552
09/14/2021 12:00:00 AM,40 - 49 Years,39.6502046,0.744,0.645
09/14/2021 12:00:00 AM,50 - 64 Years,30.00228278,0.819,0.73
09/14/2021 12:00:00 AM,65 - 74 Years,22.02508896,0.948,0.857
09/14/2021 12:00:00 AM,75+ Years,23.8474479,0.897,0.809
09/13/2021 12:00:00 AM,5 - 11 Years,44.76336075,0.007,0.004
09/13/2021 12:00:00 AM,12 - 17 Years,52.56957534,0.554,0.446
09/13/2021 12:00:00 AM,18 - 24 Years,44.21974933,0.622,0.509
09/13/2021 12:00:00 AM,25 - 39 Years,42.61871791,0.653,0.551
09/13/2021 12:00:00 AM,40 - 49 Years,38.77823812,0.742,0.644
09/13/2021 12:00:00 AM,50 - 64 Years,29.22086219,0.818,0.729
09/13/2021 12:00:00 AM,65 - 74 Years,21.37403633,0.948,0.856
09/13/2021 12:00:00 AM,75+ Years,23.12182366,0.896,0.808
09/12/2021 12:00:00 AM,5 - 11 Years,40.98679431,0.007,0.004
09/12/2021 12:00:00 AM,12 - 17 Years,48.75607257,0.552,0.444
09/12/2021 12:00:00 AM,18 - 24 Years,40.99379712,0.62,0.508
09/12/2021 12:00:00 AM,25 - 39 Years,39.30828646,0.652,0.549
09/12/2021 12:00:00 AM,40 - 49 Years,35.68614079,0.741,0.642
09/12/2021 12:00:00 AM,50 - 64 Years,26.78510926,0.817,0.727
09/12/2021 12:00:00 AM,65 - 74 Years,19.67917883,0.947,0.856
09/12/2021 12:00:00 AM,75+ Years,21.3333527,0.896,0.808
09/11/2021 12:00:00 AM,5 - 11 Years,40.30781588,0.007,0.004
09/11/2021 12:00:00 AM,12 - 17 Years,47.64365817,0.551,0.443
09/11/2021 12:00:00 AM,18 - 24 Years,39.63326218,0.619,0.507
09/11/2021 12:00:00 AM,25 - 39 Years,38.49877905,0.651,0.548
09/11/2021 12:00:00 AM,40 - 49 Years,34.93499534,0.741,0.642
09/11/2021 12:00:00 AM,50 - 64 Years,26.25614064,0.817,0.727
09/11/2021 12:00:00 AM,65 - 74 Years,19.24782996,0.947,0.856
09/11/2021 12:00:00 AM,75+ Years,21.06623885,0.895,0.808
09/10/2021 12:00:00 AM,5 - 11 Years,40.65986017,0.007,0.004
09/10/2021 12:00:00 AM,12 - 17 Years,48.21414174,0.549,0.44
09/10/2021 12:00:00 AM,18 - 24 Years,39.96086841,0.618,0.506
09/10/2021 12:00:00 AM,25 - 39 Years,38.65624777,0.65,0.547
09/10/2021 12:00:00 AM,40 - 49 Years,35.12738778,0.74,0.641
09/10/2021 12:00:00 AM,50 - 64 Years,26.31948066,0.816,0.726
09/10/2021 12:00:00 AM,65 - 74 Years,19.32332661,0.947,0.855
09/10/2021 12:00:00 AM,75+ Years,21.06343451,0.895,0.808
09/09/2021 12:00:00 AM,5 - 11 Years,40.5980892,0.007,0.004
09/09/2021 12:00:00 AM,12 - 17 Years,48.02854898,0.547,0.436
09/09/2021 12:00:00 AM,18 - 24 Years,39.6308985,0.616,0.504
09/09/2021 12:00:00 AM,25 - 39 Years,38.24927768,0.648,0.545
09/09/2021 12:00:00 AM,40 - 49 Years,34.71071465,0.738,0.639
09/09/2021 12:00:00 AM,50 - 64 Years,26.08496368,0.815,0.725
09/09/2021 12:00:00 AM,65 - 74 Years,19.06841937,0.946,0.854
09/09/2021 12:00:00 AM,75+ Years,20.91480423,0.895,0.807
09/08/2021 12:00:00 AM,5 - 11 Years,39.12060802,0.007,0.004
09/08/2021 12:00:00 AM,12 - 17 Years,45.843694,0.545,0.434
09/08/2021 12:00:00 AM,18 - 24 Years,38.09119652,0.614,0.502
09/08/2021 12:00:00 AM,25 - 39 Years,36.94857765,0.646,0.543
09/08/2021 12:00:00 AM,40 - 49 Years,33.42703542,0.737,0.637
09/08/2021 12:00:00 AM,50 - 64 Years,25.16278748,0.814,0.724
09/08/2021 12:00:00 AM,65 - 74 Years,18.41567019,0.945,0.854
09/08/2021 12:00:00 AM,75+ Years,20.2698049,0.894,0.807
09/07/2021 12:00:00 AM,5 - 11 Years,38.79166507,0.007,0.004
09/07/2021 12:00:00 AM,12 - 17 Years,45.52618763,0.544,0.431
09/07/2021 12:00:00 AM,18 - 24 Years,37.94653922,0.612,0.501
09/07/2021 12:00:00 AM,25 - 39 Years,36.82234937,0.644,0.542
09/07/2021 12:00:00 AM,40 - 49 Years,33.24456377,0.735,0.636
09/07/2021 12:00:00 AM,50 - 64 Years,25.05858293,0.813,0.723
09/07/2021 12:00:00 AM,65 - 74 Years,18.38598049,0.945,0.853
09/07/2021 12:00:00 AM,75+ Years,20.18777781,0.894,0.806
09/06/2021 12:00:00 AM,5 - 11 Years,38.47276618,0.007,0.004
09/06/2021 12:00:00 AM,12 - 17 Years,45.18526802,0.542,0.428
09/06/2021 12:00:00 AM,18 - 24 Years,37.49791251,0.61,0.499
09/06/2021 12:00:00 AM,25 - 39 Years,36.07722261,0.643,0.54
09/06/2021 12:00:00 AM,40 - 49 Years,32.43814535,0.734,0.634
09/06/2021 12:00:00 AM,50 - 64 Years,24.4410745,0.812,0.721
09/06/2021 12:00:00 AM,65 - 74 Years,17.97838338,0.944,0.852
09/06/2021 12:00:00 AM,75+ Years,19.79516953,0.893,0.806
09/05/2021 12:00:00 AM,5 - 11 Years,41.89578171,0.007,0.004
09/05/2021 12:00:00 AM,12 - 17 Years,49.2654533,0.541,0.428
09/05/2021 12:00:00 AM,18 - 24 Years,40.05399745,0.61,0.498
09/05/2021 12:00:00 AM,25 - 39 Years,38.43629817,0.642,0.539
09/05/2021 12:00:00 AM,40 - 49 Years,34.50450396,0.734,0.634
09/05/2021 12:00:00 AM,50 - 64 Years,26.05681256,0.812,0.721
09/05/2021 12:00:00 AM,65 - 74 Years,19.09641251,0.944,0.852
09/05/2021 12:00:00 AM,75+ Years,20.8650271,0.893,0.805
09/04/2021 12:00:00 AM,5 - 11 Years,42.247826,0.007,0.004
09/04/2021 12:00:00 AM,12 - 17 Years,49.6794679,0.54,0.426
09/04/2021 12:00:00 AM,18 - 24 Years,40.17312698,0.609,0.497
09/04/2021 12:00:00 AM,25 - 39 Years,38.50954434,0.641,0.539
09/04/2021 12:00:00 AM,40 - 49 Years,34.51761358,0.733,0.633
09/04/2021 12:00:00 AM,50 - 64 Years,26.02752631,0.811,0.721
09/04/2021 12:00:00 AM,65 - 74 Years,19.11422633,0.944,0.852
09/04/2021 12:00:00 AM,75+ Years,20.79351631,0.893,0.805
09/03/2021 12:00:00 AM,5 - 11 Years,42.69478666,0.007,0.004
09/03/2021 12:00:00 AM,12 - 17 Years,50.2796463,0.538,0.423
09/03/2021 12:00:00 AM,18 - 24 Years,40.48324197,0.608,0.496
09/03/2021 12:00:00 AM,25 - 39 Years,38.83039212,0.64,0.538
09/03/2021 12:00:00 AM,40 - 49 Years,34.68059797,0.732,0.632
09/03/2021 12:00:00 AM,50 - 64 Years,26.16714678,0.811,0.72
09/03/2021 12:00:00 AM,65 - 74 Years,19.12991945,0.943,0.852
09/03/2021 12:00:00 AM,75+ Years,20.70658162,0.893,0.805
09/02/2021 12:00:00 AM,5 - 11 Years,43.74840852,0.007,0.004
09/02/2021 12:00:00 AM,12 - 17 Years,51.59135877,0.535,0.419
09/02/2021 12:00:00 AM,18 - 24 Years,41.72133822,0.606,0.495
09/02/2021 12:00:00 AM,25 - 39 Years,39.93731698,0.638,0.536
09/02/2021 12:00:00 AM,40 - 49 Years,35.49729149,0.73,0.63
09/02/2021 12:00:00 AM,50 - 64 Years,26.63822399,0.81,0.718
09/02/2021 12:00:00 AM,65 - 74 Years,19.48153028,0.942,0.851
09/02/2021 12:00:00 AM,75+ Years,20.82296193,0.892,0.805
09/01/2021 12:00:00 AM,5 - 11 Years,44.43040017,0.007,0.004
09/01/2021 12:00:00 AM,12 - 17 Years,52.6015544,0.533,0.416
09/01/2021 12:00:00 AM,18 - 24 Years,42.82328643,0.604,0.493
09/01/2021 12:00:00 AM,25 - 39 Years,41.16160458,0.637,0.534
09/01/2021 12:00:00 AM,40 - 49 Years,36.58574376,0.729,0.629
09/01/2021 12:00:00 AM,50 - 64 Years,27.44189305,0.809,0.717
09/01/2021 12:00:00 AM,65 - 74 Years,19.93705505,0.942,0.85
09/01/2021 12:00:00 AM,75+ Years,21.33896139,0.891,0.804
08/31/2021 12:00:00 AM,5 - 11 Years,45.42425988,0.007,0.004
08/31/2021 12:00:00 AM,12 - 17 Years,53.56949198,0.531,0.414
08/31/2021 12:00:00 AM,18 - 24 Years,44.50528203,0.602,0.491
08/31/2021 12:00:00 AM,25 - 39 Years,43.073393,0.635,0.533
08/31/2021 12:00:00 AM,40 - 49 Years,38.11602546,0.727,0.627
08/31/2021 12:00:00 AM,50 - 64 Years,28.51663015,0.807,0.716
08/31/2021 12:00:00 AM,65 - 74 Years,20.57792834,0.941,0.849
08/31/2021 12:00:00 AM,75+ Years,21.97905311,0.891,0.804
08/30/2021 12:00:00 AM,5 - 11 Years,46.3036173,0.007,0.004
08/30/2021 12:00:00 AM,12 - 17 Years,54.49402942,0.529,0.411
08/30/2021 12:00:00 AM,18 - 24 Years,46.00196501,0.6,0.49
08/30/2021 12:00:00 AM,25 - 39 Years,44.8422775,0.633,0.531
08/30/2021 12:00:00 AM,40 - 49 Years,39.52725768,0.726,0.625
08/30/2021 12:00:00 AM,50 - 64 Years,29.56230803,0.806,0.715
08/30/2021 12:00:00 AM,65 - 74 Years,21.21328784,0.94,0.849
08/30/2021 12:00:00 AM,75+ Years,22.63877525,0.89,0.803
08/29/2021 12:00:00 AM,5 - 11 Years,46.17505334,0.007,0.004
08/29/2021 12:00:00 AM,12 - 17 Years,54.32899463,0.527,0.407
08/29/2021 12:00:00 AM,18 - 24 Years,46.21895095,0.597,0.488
08/29/2021 12:00:00 AM,25 - 39 Years,45.32354918,0.631,0.529
08/29/2021 12:00:00 AM,40 - 49 Years,39.71929581,0.724,0.624
08/29/2021 12:00:00 AM,50 - 64 Years,29.661291,0.805,0.714
08/29/2021 12:00:00 AM,65 - 74 Years,21.2866638,0.939,0.848
08/29/2021 12:00:00 AM,75+ Years,22.85190546,0.89,0.803
08/28/2021 12:00:00 AM,5 - 11 Years,46.27147631,0.007,0.004
08/28/2021 12:00:00 AM,12 - 17 Years,54.37125267,0.525,0.405
08/28/2021 12:00:00 AM,18 - 24 Years,46.53048415,0.597,0.487
08/28/2021 12:00:00 AM,25 - 39 Years,45.61695603,0.63,0.528
08/28/2021 12:00:00 AM,40 - 49 Years,40.01443928,0.724,0.623
08/28/2021 12:00:00 AM,50 - 64 Years,29.8787811,0.805,0.713
08/28/2021 12:00:00 AM,65 - 74 Years,21.35028458,0.939,0.848
08/28/2021 12:00:00 AM,75+ Years,22.85891632,0.889,0.802
08/27/2021 12:00:00 AM,5 - 11 Years,46.06255987,0.007,0.004
08/27/2021 12:00:00 AM,12 - 17 Years,53.87843253,0.523,0.402
08/27/2021 12:00:00 AM,18 - 24 Years,46.50448365,0.595,0.486
08/27/2021 12:00:00 AM,25 - 39 Years,45.64882973,0.629,0.527
08/27/2021 12:00:00 AM,40 - 49 Years,39.97688201,0.722,0.622
08/27/2021 12:00:00 AM,50 - 64 Years,29.89762419,0.804,0.712
08/27/2021 12:00:00 AM,65 - 74 Years,21.36725012,0.939,0.847
08/27/2021 12:00:00 AM,75+ Years,22.9773999,0.889,0.802
08/26/2021 12:00:00 AM,5 - 11 Years,44.79751055,0.007,0.004
08/26/2021 12:00:00 AM,12 - 17 Years,52.18811085,0.52,0.398
