indicatorDataSource,indicatorId,indicatorName,regionId,regionLevel,regionName,date,value
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-02,59.3325724
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-03,59.120923
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-04,59.0312212
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-05,59.0649788
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-06,58.9621516
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-07,58.7183106
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-08,58.688035
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-09,58.6990488
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-10,58.6285126
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-11,58.5877651
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-12,58.48132
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-13,58.5278856
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-14,58.5274634
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-15,58.5756305
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-16,58.4980499
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-17,58.5523317
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-18,58.3951615
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-19,58.4663561
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-20,58.4522942
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-21,58.3849155
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-22,58.3012563
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-23,58.2644248
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-24,58.3397953
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-25,58.2935281
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-26,58.1410944
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-27,57.9679102
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-28,57.9990407
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-29,57.9572974
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-11-30,58.0901364
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-01,58.0674862
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-02,58.2743542
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-03,58.5484743
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-04,58.9111144
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-05,59.0605852
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-06,59.3219689
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-07,59.4718902
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-08,59.7610219
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-09,59.9611666
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-10,60.0641025
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-11,59.9600432
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-12,60.1185472
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-13,60.0488393
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-14,60.0665822
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-15,60.1841146
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-16,60.1636367
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-17,60.2277662
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-18,60.5215427
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-19,60.6250991
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-20,61.1148871
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-21,61.5908483
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-22,61.7951557
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-23,62.2232713
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-24,62.6959807
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-25,63.0543391
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-26,63.4454299
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-27,63.7276685
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-28,64.0178849
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-29,64.40819
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-30,64.8090493
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2021-12-31,65.0413603
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-01,65.4338419
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-02,65.9282068
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-03,66.3891621
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-04,66.8067411
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-05,67.1556465
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-06,67.5926649
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-07,67.9632689
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-08,68.3497054
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-09,68.7423072
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-10,69.1013061
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-11,69.4105187
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-12,69.7452546
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-13,69.9241161
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-14,70.1690749
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-15,70.3540107
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-16,70.6390908
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-17,70.784889
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-18,70.9326241
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-19,71.0360033
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-20,71.0795731
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-21,71.1707104
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-22,71.1227689
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-23,70.879401
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-24,70.6662666
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-25,70.4513549
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-26,70.3412675
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-27,70.1540865
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-28,69.8994145
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-29,69.7544789
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-30,69.6869967
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-01-31,69.5438449
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-01,69.4727296
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-02,69.1227835
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-03,68.8266073
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-04,68.5274383
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-05,68.0740393
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-06,67.6496989
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-07,67.2318998
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-08,66.5682893
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-09,66.2458013
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-10,65.8259527
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-11,65.4402761
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-12,65.0617288
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-13,64.4984108
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-14,63.8947365
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-15,63.4780932
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-16,62.8547434
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-17,62.41609
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-18,61.7615823
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-19,61.1952034
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-20,60.7989508
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-21,60.3519886
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-22,59.6980549
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-23,59.1659477
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-24,58.6554617
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-25,58.1823617
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-26,57.6432785
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-27,56.971275
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-02-28,56.2873524
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-01,55.7955127
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-02,55.0972326
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-03,54.1374067
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-04,53.204779
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-05,52.2122124
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-06,51.3691946
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-07,50.632347
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-08,49.8300649
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-09,49.0405866
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-10,48.2364576
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-11,47.515526
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-12,46.8956324
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-13,46.0910456
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-14,45.428513
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-15,44.6433615
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-16,44.0254722
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-17,43.5311151
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-18,43.1596735
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-19,42.6584612
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-20,42.0607626
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-21,41.4171411
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-22,41.2125272
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-23,40.8357149
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-24,40.458658
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-25,40.00296
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-26,39.5636387
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-27,39.434121
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-28,39.2411135
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-29,38.7569108
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-30,38.4363085
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-03-31,38.255537
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-04-01,38.0014756
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-04-02,37.7406775
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-04-03,37.4127781
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-04-04,36.9729907
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-04-05,36.6859036
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-04-06,36.4226831
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-04-07,36.1643802
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-04-08,35.773834
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-04-09,35.5860542
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-04-10,35.3220189
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-04-11,35.2610076
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-04-12,35.2150077
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-04-13,35.0468045
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-04-14,34.8861562
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-04-15,34.8922411
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-04-16,34.7498571
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,US,nation,United States,2022-04-17,34.7875349
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-09,88.2988171
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-10,90.3631646
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-11,91.0953223
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-12,90.9233025
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-13,90.7473217
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-14,89.9916309
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-15,90.0285168
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-16,90.3061969
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-17,90.0929665
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-18,89.3455844
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-19,89.3281601
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-20,88.9518493
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-21,89.4125122
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-22,88.7173251
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-23,88.4767317
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-24,88.3775944
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-25,88.5157236
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-26,88.2559153
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-27,88.1534432
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-02-28,88.0968884
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-01,88.4016703
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-02,88.0322375
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-03,87.7447828
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-04,87.5656103
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-05,86.9320371
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-06,86.9662186
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-07,86.4095461
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-08,85.8563214
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-09,86.0193715
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-10,86.0928626
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-11,86.1423232
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-12,86.2195629
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-13,86.5406187
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-14,86.696704
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-15,87.0899443
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-16,86.5639948
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-17,85.9072168
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-18,85.6547679
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-19,86.0703597
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-20,85.6361203
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-21,85.3609185
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-22,85.4667347
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-23,85.7360204
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-24,85.8813734
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-25,85.6270032
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-26,85.4700725
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-27,85.6724053
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-28,85.8877054
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-29,85.0108159
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-30,85.0719482
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-03-31,85.5189051
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-01,85.224492
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-02,84.8363366
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-03,84.4645261
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-04,84.050945
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-05,84.7324136
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-06,84.2067301
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-07,83.6016359
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-08,83.9223472
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-09,83.4240708
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-10,83.9205243
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-11,84.163095
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-12,83.6906543
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-13,83.9499166
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-14,82.9695483
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-15,82.0821735
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-16,81.8031954
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-17,81.1709345
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-18,81.2102531
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-19,80.8793628
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-20,80.6562775
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-21,81.3795002
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-22,81.8275911
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-23,82.2258476
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-24,82.1989082
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-25,81.7151591
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-26,82.2253775
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-27,81.751214
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-28,81.2460178
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-29,81.7235633
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-04-30,80.6574996
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-05-01,80.1615481
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-05-02,79.7389664
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-05-03,78.8512236
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-05-04,78.7617396
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-05-05,78.4244773
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-05-06,77.7807903
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-05-07,79.1119068
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-05-08,78.7783253
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-05-09,78.6731541
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-05-10,78.8586434
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-05-11,79.2438644
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-05-12,79.1988937
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-05-13,79.1061057
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-05-14,78.1833539
fb-survey,smoothed_wwearing_mask_7d,People Wearing Masks,SC,state,South Carolina,2021-05-15,77.195965
