"start_date","end_date","loc","exposure_mean","stdev"
2020-08-27,2020-11-05,"GA",0.0470809810911744,0.00258184174353019
2020-08-28,2020-11-06,"GA",0.0477060561117326,0.00261244115606074
2020-08-29,2020-11-07,"GA",0.0484685842035304,0.00265057395448749
2020-08-30,2020-11-08,"GA",0.0493721550135094,0.00269547496671337
2020-08-31,2020-11-09,"GA",0.0505157823324925,0.00272916739701864
2020-09-01,2020-11-10,"GA",0.051742808834121,0.00279589278211401
2020-09-02,2020-11-11,"GA",0.0529635354548839,0.00283245335953546
2020-09-03,2020-11-12,"GA",0.054070770496758,0.0029144100375094
2020-09-04,2020-11-13,"GA",0.055141138522973,0.00299355226704209
2020-09-05,2020-11-14,"GA",0.0561381040389933,0.00306183604962085
2020-09-06,2020-11-15,"GA",0.0570312859909603,0.00310915985771662
2020-09-07,2020-11-16,"GA",0.0575136886323546,0.00318438129451123
2020-09-08,2020-11-17,"GA",0.057940448468522,0.0032864522121271
2020-09-09,2020-11-18,"GA",0.0582502026244975,0.00334516593142547
2020-09-10,2020-11-19,"GA",0.0586621853721002,0.00336937698818667
2020-09-11,2020-11-20,"GA",0.0592294820503996,0.00339168398606691
2020-09-12,2020-11-21,"GA",0.0599731445474104,0.00343126670115306
2020-09-13,2020-11-22,"GA",0.0611417172980675,0.00346378773171646
2020-09-14,2020-11-23,"GA",0.0625236058316599,0.00351528679488569
2020-09-15,2020-11-24,"GA",0.064068615096149,0.00354887261078942
2020-09-16,2020-11-25,"GA",0.0658669340102584,0.00361811284352447
2020-09-17,2020-11-26,"GA",0.0677791710945302,0.00370341246972324
2020-09-18,2020-11-27,"GA",0.0697835772201974,0.00379799614198908
2020-09-19,2020-11-28,"GA",0.071867313518544,0.00386879717793033
2020-09-20,2020-11-29,"GA",0.0739333746993032,0.00392386023668835
2020-09-21,2020-11-30,"GA",0.0761243469342796,0.00401430369006226
2020-09-22,2020-12-01,"GA",0.0784052833724341,0.00412308116095127
2020-09-23,2020-12-02,"GA",0.0804746924748123,0.00422495283023156
2020-09-24,2020-12-03,"GA",0.0827135845675547,0.00438918689327306
2020-09-25,2020-12-04,"GA",0.084918631865755,0.00455801885078375
2020-09-26,2020-12-05,"GA",0.0870380977662847,0.00469362363244246
2020-09-27,2020-12-06,"GA",0.0892624229815465,0.00483956084605094
2020-09-28,2020-12-07,"GA",0.0912727817380922,0.00494389708702806
2020-09-29,2020-12-08,"GA",0.0932893313942564,0.00510321831162541
2020-09-30,2020-12-09,"GA",0.0953062950397662,0.00525459910494671
2020-10-01,2020-12-10,"GA",0.097347227966711,0.00540165411519705
2020-10-02,2020-12-11,"GA",0.0995295092321367,0.00552616794949662
2020-10-03,2020-12-12,"GA",0.101922196647906,0.00565177645132119
2020-10-04,2020-12-13,"GA",0.104178294158573,0.00578210731930125
2020-10-05,2020-12-14,"GA",0.106093174426601,0.00590747333367481
2020-10-06,2020-12-15,"GA",0.107877728220869,0.00599626445624
2020-10-07,2020-12-16,"GA",0.109727726690365,0.00612277549218803
2020-10-08,2020-12-17,"GA",0.111550822162779,0.00622948338490511
2020-10-09,2020-12-18,"GA",0.113407786286748,0.00633571270358683
2020-10-10,2020-12-19,"GA",0.11538851219359,0.00643890173258874
2020-10-11,2020-12-20,"GA",0.117307984131366,0.00653713283658446
2020-10-12,2020-12-21,"GA",0.119186103661877,0.00661133276668135
2020-10-13,2020-12-22,"GA",0.121063955311943,0.00670230431469517
2020-10-14,2020-12-23,"GA",0.122980456594788,0.0068132263507637
2020-10-15,2020-12-24,"GA",0.124898303995235,0.00694136658969792
2020-10-16,2020-12-25,"GA",0.126890423401234,0.007106646843471
2020-10-17,2020-12-26,"GA",0.128877086078232,0.00726962068915466
2020-10-18,2020-12-27,"GA",0.130933127567772,0.00746909527537251
2020-10-19,2020-12-28,"GA",0.132929310973105,0.00770795972830771
2020-10-20,2020-12-29,"GA",0.134906476128906,0.00793505427777649
2020-10-21,2020-12-30,"GA",0.136806288004161,0.00819363672233273
2020-10-22,2020-12-31,"GA",0.138461545056649,0.00848178708329832
2020-05-01,2020-07-10,"MO",0.0215501115288033,0.00158201101667962
2020-05-02,2020-07-11,"MO",0.022530026828828,0.0016456471668753
2020-05-03,2020-07-12,"MO",0.0237308037177788,0.00170502370645365
2020-05-04,2020-07-13,"MO",0.0250325012203809,0.00181309425315741
2020-05-05,2020-07-14,"MO",0.0264488580069697,0.00190789248616756
2020-05-06,2020-07-15,"MO",0.0280167452717979,0.00196303718783993
2020-05-07,2020-07-16,"MO",0.0295659839919914,0.00207681691809773
2020-05-08,2020-07-17,"MO",0.031203875108596,0.00223814780954796
2020-05-09,2020-07-18,"MO",0.0329491541896703,0.00236208702683426
2020-05-10,2020-07-19,"MO",0.0346453891760523,0.00247196330414899
2020-05-11,2020-07-20,"MO",0.0361286175251262,0.00264254443001169
2020-05-12,2020-07-21,"MO",0.0370236753245822,0.0027598499326343
2020-05-13,2020-07-22,"MO",0.0377686915919828,0.00288321289408355
2020-05-14,2020-07-23,"MO",0.0381394223117567,0.00300440161453169
2020-05-15,2020-07-24,"MO",0.0385106633104291,0.00308436907769301
2020-05-16,2020-07-25,"MO",0.0384419159784848,0.00315044223207273
2020-05-17,2020-07-26,"MO",0.0383905677915896,0.00313760153592178
2020-05-18,2020-07-27,"MO",0.0382681283430127,0.0031313312524647
2020-05-19,2020-07-28,"MO",0.0383744379567467,0.00311831286487726
2020-05-20,2020-07-29,"MO",0.0385367776534405,0.00311044940440889
2020-05-21,2020-07-30,"MO",0.038753042593738,0.00314278915712622
2020-05-22,2020-07-31,"MO",0.0389623130242831,0.00313126130014373
2020-05-23,2020-08-01,"MO",0.0392956416922529,0.00314620366867702
2020-05-24,2020-08-02,"MO",0.0396789536105352,0.00313670729894539
2020-05-25,2020-08-03,"MO",0.0401272144618234,0.0031215745799679
2020-05-26,2020-08-04,"MO",0.0407839796572766,0.00312483649246039
2020-05-27,2020-08-05,"MO",0.0414661503157349,0.00310282937630464
2020-05-28,2020-08-06,"MO",0.0421532383760755,0.00308763274759464
2020-05-29,2020-08-07,"MO",0.0427802544160192,0.00304913686732696
2020-05-30,2020-08-08,"MO",0.0435307387720068,0.00304174102973379
2020-05-31,2020-08-09,"MO",0.0443005973837901,0.00308607286764851
2020-06-01,2020-08-10,"MO",0.0450616502710908,0.00309213322764656
2020-06-02,2020-08-11,"MO",0.0457154716112352,0.00316792639343907
2020-06-03,2020-08-12,"MO",0.0463411141116442,0.00321452447410182
2020-06-04,2020-08-13,"MO",0.0469448246073111,0.00323490310850052
2020-06-05,2020-08-14,"MO",0.0475141180312014,0.0032731148186341
2020-06-06,2020-08-15,"MO",0.0480736098574191,0.00333322214907798
2020-06-07,2020-08-16,"MO",0.0486176071311957,0.0033829949773931
2020-06-08,2020-08-17,"MO",0.0491788000445789,0.00344111548210544
2020-06-09,2020-08-18,"MO",0.0497554293427149,0.00350386302148087
2020-06-10,2020-08-19,"MO",0.0504530763212212,0.00357487643083604
2020-06-11,2020-08-20,"MO",0.0511661450203571,0.0036243082303718
2020-06-12,2020-08-21,"MO",0.0519724229758785,0.00366529391127956
2020-06-13,2020-08-22,"MO",0.0527155618770599,0.00373385338635753
2020-06-14,2020-08-23,"MO",0.0534700436730174,0.00378310636245108
2020-06-15,2020-08-24,"MO",0.0542405599870174,0.0038554773915768
2020-06-16,2020-08-25,"MO",0.0549565213310853,0.00389653057420425
2020-06-17,2020-08-26,"MO",0.0555379292270313,0.00394341249860265
2020-06-18,2020-08-27,"MO",0.0559256757390881,0.00398278714768302
2020-06-19,2020-08-28,"MO",0.0563463071664547,0.00401806923315572
2020-06-20,2020-08-29,"MO",0.0566848744457776,0.00404408683471106
2020-06-21,2020-08-30,"MO",0.0570533532776271,0.00409068543624031
2020-06-22,2020-08-31,"MO",0.0574733152225981,0.00408793407047683
2020-06-23,2020-09-01,"MO",0.0580502654858028,0.00409521039317126
2020-06-24,2020-09-02,"MO",0.0587075568299946,0.00414956782726258
2020-06-25,2020-09-03,"MO",0.0594788383342338,0.00418463217378098
