date,age_group.x,cases,age_class,age_group.y,clinical_fraction,cases_adj,pop,age_pct,incid_per100K,mean_incid_per100K,incid_OR
2020-08-01,80+ Years,1189,80,a80+,0.69,1723.1884057971015,12205000,0.0366958409375855,14.118708773429754,28.92177826345488,0.4881687648947209
2020-08-02,0 - 9 Years,1032,00,a00-09,0.29,3558.6206896551726,39888000,0.11992820182862847,8.921532013776506,22.920182460554965,0.38924349878672343
2020-08-02,10 - 19 Years,2904,10,a10-19,0.21,13828.57142857143,43455000,0.1306528281804816,31.822739451320743,22.920182460554965,1.3884156247921169
2020-08-02,20 - 29 Years,5521,20,a20-29,0.27,20448.148148148146,44501000,0.13379775645747582,45.94986213376811,22.920182460554965,2.00477732726808
2020-08-02,30 - 39 Years,4456,30,a30-39,0.33,13503.030303030302,45194000,0.13588134660657428,29.877926943909152,22.920182460554965,1.3035640966352813
2020-08-02,40 - 49 Years,4047,40,a40-49,0.4,10117.5,41153000,0.1237315806722209,24.585084926979807,22.920182460554965,1.0726391454034057
2020-08-02,50 - 59 Years,3625,50,a50-59,0.49,7397.95918367347,43033000,0.12938403302475354,17.191362869596517,22.920182460554965,0.7500534910305536
2020-08-02,60 - 69 Years,2469,60,a60-69,0.63,3919.047619047619,39034000,0.1173605452812546,10.040087152348258,22.920182460554965,0.4380456905012421
2020-08-02,70 - 79 Years,1378,70,a70-79,0.69,1997.1014492753625,24136000,0.07256786701102529,8.274367953577073,22.920182460554965,0.3610079443223039
2020-08-02,80+ Years,1009,80,a80+,0.69,1462.3188405797102,12205000,0.0366958409375855,11.981309631951744,22.920182460554965,0.5227405869290641
2020-08-03,0 - 9 Years,1881,00,a00-09,0.29,6486.206896551725,39888000,0.11992820182862847,16.261048176272876,36.544369139406164,0.4449672701761986
2020-08-03,10 - 19 Years,4596,10,a10-19,0.21,21885.714285714286,43455000,0.1306528281804816,50.364087644032416,36.544369139406164,1.3781627328661232
2020-08-03,20 - 29 Years,8643,20,a20-29,0.27,32011.11111111111,44501000,0.13379775645747582,71.93346466621225,36.544369139406164,1.968387096567653
2020-08-03,30 - 39 Years,7021,30,a30-39,0.33,21275.757575757576,45194000,0.13588134660657428,47.07650921750138,36.544369139406164,1.2882014473397574
2020-08-03,40 - 49 Years,6342,40,a40-49,0.4,15855,41153000,0.1237315806722209,38.52696036740942,36.544369139406164,1.0542516200085503
2020-08-03,50 - 59 Years,5939,50,a50-59,0.49,12120.408163265307,43033000,0.12938403302475354,28.165380436561026,36.544369139406164,0.7707173799913818
2020-08-03,60 - 69 Years,4098,60,a60-69,0.63,6504.761904761905,39034000,0.1173605452812546,16.664348785064057,36.544369139406164,0.4560031867425157
2020-08-03,70 - 79 Years,2140,70,a70-79,0.69,3101.449275362319,24136000,0.07256786701102529,12.849889274785875,36.544369139406164,0.3516243289292333
2020-08-03,80+ Years,1591,80,a80+,0.69,2305.7971014492755,12205000,0.0366958409375855,18.89223352273065,36.544369139406164,0.5169670175632876
2020-08-04,0 - 9 Years,1716,00,a00-09,0.29,5917.241379310345,39888000,0.11992820182862847,14.834640441512098,33.888721086051156,0.4377456559615684
2020-08-04,10 - 19 Years,4471,10,a10-19,0.21,21290.47619047619,43455000,0.1306528281804816,48.994307192443195,33.888721086051156,1.4457408135301277
2020-08-04,20 - 29 Years,7976,20,a20-29,0.27,29540.740740740737,44501000,0.13379775645747582,66.382195323118,33.888721086051156,1.958828577642648
2020-08-04,30 - 39 Years,6526,30,a30-39,0.33,19775.757575757576,45194000,0.13588134660657428,43.75748456821165,33.888721086051156,1.2912108561754652
2020-08-04,40 - 49 Years,5812,40,a40-49,0.4,14530,41153000,0.1237315806722209,35.3072679999028,33.888721086051156,1.0418589686595026
2020-08-04,50 - 59 Years,5400,50,a50-59,0.49,11020.408163265307,43033000,0.12938403302475354,25.609202619536884,33.888721086051156,0.7556851305928396
2020-08-04,60 - 69 Years,3642,60,a60-69,0.63,5780.952380952381,39034000,0.1173605452812546,14.810043502977868,33.888721086051156,0.43701984106664293
2020-08-04,70 - 79 Years,1949,70,a70-79,0.69,2824.6376811594205,24136000,0.07256786701102529,11.703006633905455,33.888721086051156,0.3453363319373683
2020-08-04,80+ Years,1403,80,a80+,0.69,2033.3333333333335,12205000,0.0366958409375855,16.65983886385361,33.888721086051156,0.4916042367473974
2020-08-05,0 - 9 Years,1643,00,a00-09,0.29,5665.517241379311,39888000,0.11992820182862847,14.203563080072481,33.795418847373945,0.4202807233790553
2020-08-05,10 - 19 Years,4514,10,a10-19,0.21,21495.238095238095,43455000,0.1306528281804816,49.46551166778988,33.795418847373945,1.4636750587760086
2020-08-05,20 - 29 Years,7782,20,a20-29,0.27,28822.22222222222,44501000,0.13379775645747582,64.76758325031396,33.795418847373945,1.916460439292549
2020-08-05,30 - 39 Years,6401,30,a30-39,0.33,19396.969696969696,45194000,0.13588134660657428,42.91934703051223,33.795418847373945,1.2699752953009267
2020-08-05,40 - 49 Years,5781,40,a40-49,0.4,14452.5,41153000,0.1237315806722209,35.11894637085996,33.795418847373945,1.039162927066041
2020-08-05,50 - 59 Years,5510,50,a50-59,0.49,11244.897959183674,43033000,0.12938403302475354,26.13087156178671,33.795418847373945,0.7732075072008523
2020-08-05,60 - 69 Years,3726,60,a60-69,0.63,5914.285714285715,39034000,0.1173605452812546,15.151626054941115,33.795418847373945,0.448333726040459
2020-08-05,70 - 79 Years,2068,70,a70-79,0.69,2997.1014492753625,24136000,0.07256786701102529,12.417556551522052,33.795418847373945,0.3674331307329529
2020-08-05,80+ Years,1666,80,a80+,0.69,2414.4927536231885,12205000,0.0366958409375855,19.782816498346484,33.795418847373945,0.5853697682425291
2020-08-06,0 - 9 Years,1624,00,a00-09,0.29,5600,39888000,0.11992820182862847,14.039310068190934,31.310955208461348,0.44838332062118014
