date,pop_age,pop_age_frac,cases.x,infections.x,infections_lo,infections_hi,infections_pct,infections_lo_pct,infections_hi_pct,cases.y,cases.lo,cases.hi,infections.y,infections.lo,infections.hi,rep_frac,rep_frac_lo,rep_frac_hi,forecast,rec_inf_pct
2020-01-01,6008999.201924841,312559.2047835192,2.6411312708413974e-5,3.574222321333213e-4,2.4318644081929392e-5,0.0081945571834674,1.7569705109807455e-10,1.1954248135031737e-11,4.0281756498368125e-9,0.013003463095742613,0,0,0.09362855039622558,0.010418292815812875,1.2314420408904798,0.3020251704340027,5.844405080729875,0.019069803064630877,FALSE,0.003817449171441299
2020-01-02,6008999.201924841,312559.2047835192,7.015439710916497e-5,8.055708846808886e-4,6.840700001347288e-5,0.014362899475713542,3.959922359729011e-10,3.362663845809676e-11,7.0603304893458834e-9,0.014434178673920037,0,0,0.09807727246589933,0.012801190584957819,1.0053527807768454,0.325250035141908,5.211004643376787,0.025688133421933785,FALSE,0.008213634662005706
2020-01-03,6008999.201924841,312559.2047835192,7.103984743523105e-5,6.697957391169048e-4,6.946175437614946e-5,0.009416586578041949,3.2924962585147595e-10,3.414512112228084e-11,4.628885235528802e-9,0.016174056349597146,0,0,0.10438375233226269,0.015715936709536065,0.8589682872836408,0.3477057783918313,4.6922251647455715,0.03335044728972201,FALSE,0.006416666618621698
2020-01-04,6008999.201924841,312559.2047835192,1.2003984421392137e-4,9.153514577696799e-4,1.1368004745663637e-4,0.010317137764279017,4.49956766507092e-10,5.588138428772948e-11,5.071566673782781e-9,0.018298883652314208,0,0,0.11256648177498976,0.019274296399971913,0.7656480026342856,0.37031654294521044,4.270408777918909,0.042005199087868025,FALSE,0.008131652009870797
2020-01-05,6008999.201924841,312559.2047835192,1.3949790151937723e-4,8.802947793772566e-4,1.2863118701015737e-4,0.008089906535365204,4.327240527554055e-10,6.323087431365931e-11,3.9767328222395645e-009,0.02074338268153379,0,0,0.12274422339176244,0.02361179574749362,0.7084717303614696,0.3908800505919537,3.8994038225119927,0.05128456245441807,FALSE,0.00717178173483262
2020-01-06,6008999.201924841,312559.2047835192,2.1654402005271046e-4,0.0011847810343411861,2.0045731912721144e-4,0.009029901924947433,5.823995130023886e-10,9.853824601637947e-11,4.438803737665383e-9,0.0233786256023837,0,0,0.1351242626852028,0.028892090741109617,0.6772996494155465,0.4056587302548988,3.544568915906389,0.05993551674390586,FALSE,0.008768085100315069
2020-01-07,6008999.201924841,312559.2047835192,9.47163381255449e-5,4.7307326236856406e-4,9.133556655436712e-5,0.003041344793383088,2.3254730590037532e-10,4.489757004815645e-11,1.4950253888252051e-9,0.02609894540910099,0,0,0.14999946742899575,0.03531274702919717,0.6659849957979533,0.4146578490891868,3.1972430547512753,0.0686167325364822,FALSE,0.003153832946723625
2020-01-08,6008999.201924841,312559.2047835192,9.363173712321968e-5,4.4722264854317033e-4,9.722983376306683e-5,0.0024657532926545367,2.1983999166564513e-10,4.7794998562246e-11,1.2120834780450176e-9,0.02885826865461735,0,0,0.16774941963365322,0.04311261405352138,0.6708076072841077,0.30822082081258734,2.769961371292646,0.023434532601915532,FALSE,0.002666016070397482
2020-01-09,6008999.201924841,312559.2047835192,1.7674568346801235e-4,8.385888937044478e-4,2.028515740104947e-4,0.004028628089680805,4.1222280670137526e-10,9.971518322047908e-11,1.980341488841033e-9,0.031668970267491235,0,0,0.18885124260688563,0.05258271726953881,0.6896668857923725,0.32289815439659864,2.4739081929382576,0.031500355768668914,FALSE,0.0044404732641874205
2020-01-10,6008999.201924841,312559.2047835192,1.4663607972040225e-4,7.115581299579082e-4,1.8944971374471048e-4,0.0030235042818880166,3.497786479936481e-10,9.312726809871229e-11,1.4862555782819256e-9,0.03458571427479212,0,0,0.2138970123200783,0.06407717899750012,0.7216037444575187,0.3313323529959217,2.200677879658698,0.04026425048142847,FALSE,0.003326638938243435
2020-01-11,6008999.201924841,312559.2047835192,1.456014977599875e-4,7.381270231446055e-4,2.14206991209821e-4,0.0028136290772261354,3.6283904481334343e-10,1.052971340241599e-10,1.3830878085055257e-9,0.03768716418918454,0,0,0.24361660302149013,0.07802702356629457,0.7665530790367082,0.33479916574560603,1.955306871240159,0.04922257233025911,FALSE,0.0030298715850639014
2020-01-12,6008999.201924841,312559.2047835192,2.428808541584657e-4,0.001305335161369504,4.092854765560155e-4,0.004522284827064111,6.416599694383426e-10,2.0119132170082517e-10,2.2230069562218954e-9,0.041061393135043985,0,0,0.27890673055279175,0.09495767512168858,0.8250984304051161,0.3345281105733867,1.73902034280483,0.057957701592544895,FALSE,0.004680185231752336
2020-01-13,7197440.513747787,333951.1483963322,1.9190018055934187e-4,0.0011319333875409825,3.713387948597964e-4,0.004502244493363755,5.564213424648464e-10,1.8253797707480844e-10,2.213155785204474e-9,0.04480419410620274,0,0,0.3311840088938773,0.11565056894006005,1.2588537896051086,0.3315777138453845,1.5507425373841952,0.06615121408207585,FALSE,0.0034178382927410387
2020-01-14,7197440.513747787,333951.1483963322,2.3688598686677712e-4,0.001495655203204425,5.247246137577931e-4,0.005210226978824569,7.352150622921775e-10,2.579374168348651e-10,2.561176763592164e-9,0.049040843798508385,0,0,0.3803083728657076,0.14062680754522128,1.2620624394190165,0.32694011944890755,1.3887575429337342,0.07363655954403274,FALSE,0.003932743294433232
2020-01-15,7197440.513747787,333951.1483963322,3.531146826786233e-4,0.0023938650333679115,8.913673421298327e-4,0.007490391730129825,1.1767455666625982e-9,4.3816696158655046e-10,3.6820309992981127e-9,0.05390870727718137,0,0,0.43935997061993454,0.17097679768467822,1.31168313405314,0.3213644935100951,1.2504161127937492,0.08036388778511477,FALSE,0.005448527843786454
2020-01-16,7197440.513747787,333951.1483963322,3.572277606896902e-4,0.0026035064140824547,0.0010221522938289717,0.007461671916709159,1.2797983962524903e-9,5.024565560093498e-10,3.6679132806101046e-9,0.05950094805384358,0,0,0.5103104172008008,0.20789278140492348,1.4011358795547044,0.3150678133355006,1.1315685294246387,0.08627490935059426,FALSE,0.005101809264179703
2020-01-17,7197440.513747787,333951.1483963322,2.2880746587693174e-4,0.001794541647447055,7.386059186056554e-4,0.004782095830636821,8.821378391804132e-10,3.6307445412123264e-10,2.350721527579419e-9,0.06584493890984265,0,0,0.5956314699929895,0.25285074851170525,1.528256180695098,0.30783477616466853,1.0275879796832426,0.09124805603571669,FALSE,0.0030128388741249286
2020-01-18,7197440.513747787,333951.1483963322,2.516260342946801e-4,0.0021272087956118956,9.132179187107097e-4,0.005332576960965581,1.0456661026040688e-9,4.48907988654561e-10,2.621320003523751e-9,0.07293039194294351,0,0,0.698401383115762,0.30767956704951693,1.6944199135044038,0.2993654415931172,0.9346811990204807,0.09514069402029114,FALSE,0.0030458255768650226
2020-01-19,7197440.513747787,333951.1483963322,3.228453376583012e-4,0.0029488262205949693,0.0013145544981785493,0.007018848389179504,1.4495462916978286e-9,6.461918931543385e-10,3.4502357526079116e-9,0.080743821518756545,0,0,0.8224445569882127,0.3746509146033975,1.9037427824693227,0.289501158178301,0.8503137994404671,0.09785962321987697,FALSE,0.003585440739487114
2020-01-20,7197440.513747787,333951.1483963322,4.4495845282663574e-4,0.004404365220156681,0.002030783956170101,0.0100287597719653,2.1650415435036637e-9,9.982668128581267e-10,4.929809507339357e-9,0.08928246477086897,0,0,0.9725078226052567,0.45659338243560765,2.1627990061789037,0.2695856755556037,0.7720019502640123,0.07092361758618218,FALSE,0.00452887382268844
2020-01-21,7197440.513747787,333951.1483963322,3.5964146857997805e-4,0.0038714958461227504,0.0018399128599363142,0.00848556823685983,1.9031004295459955e-9,9.044408397283296e-10,4.171227142780661e-9,0.0985518519147405,0,0,1.1544871288367702,0.5570377053768722,2.480731033598062,0.2591366873469825,0.7008041612766417,0.07808793672689308,FALSE,0.0033534335285518206
2020-01-22,7197440.513747787,333951.1483963322,3.265579647545713e-4,0.0038384019091667106,0.0018744094250345636,0.008140688387387983,1.8868325351352387e-9,9.213982201481195e-10,4.0016955157923624e-9,0.10855588749036595,0,0,1.3757103960086314,0.6803824997023726,2.869582838242418,0.24707732781662875,0.6349159006391544,0.08276075575884323,FALSE,0.0027901235029575426
2020-01-23,7197440.513747787,333951.1483963322,5.417306977314784e-4,0.00698374393656318,0.0034943466907756066,0.014396167601914324,3.4329795546140512e-9,1.7177062697504015e-9,7.076684009478497e-9,0.11928482581581284,0,0,1.6452876958176226,0.8320419267957985,3.344722682823977,0.23374954105409873,0.5737805084413953,0.08513437387223487,FALSE,0.004244694684289012
2020-01-24,7197440.513747787,333951.1483963322,5.483435844252473e-4,0.007791396101404085,0.003983927209138295,0.015671101219614434,3.829994879678084e-9,1.9583680015010606e-9,7.703399576774699e-9,0.13070405092070583,0,0,1.974551846306614,1.018714072554382,3.925581840953032,0.21943778578765186,0.5169217480669437,0.08552496143758935,FALSE,0.003945906062673329
2020-01-25,7197440.513747787,333951.1483963322,6.418298441025909e-4,0.010106626312379447,0.005268074425726961,0.019901603806035135,4.9680861457239316e-9,2.5896126719396656e-9,9.78297594968382e-9,0.14274508483173318,0,0,2.3776070141588455,1.2487009538753642,4.636645072147922,0.20438831921395662,0.4639407361385173,0.08424422051114083,FALSE,0.004250755592574238
2020-01-26,7197440.513747787,333951.1483963322,8.185389917651003e-4,0.014369664229623502,0.007617998169519066,0.027786501005737645,7.0636558205830874e-009,3.744758141278055e-9,1.365893290381769e-8,0.1552993934663095,0,0,2.872011591111884,1.5322867855115967,5.508704636107734,0.18882658064516225,0.4145175880077811,0.0815758278357712,FALSE,0.005003344789447859
2020-01-27,7197440.513747787,333951.1483963322,6.598501964550747e-4,0.012998683347466782,0.0069936165947653405,0.024749541484948498,6.389726567024726e-9,3.4378326297075216e-9,1.21660631712269e-8,0.16821525500905624,0,0,3.479619677900038,1.8821975850140447,6.580445625500903,0.17297059324255454,0.3684136947227422,0.07777664708023345,FALSE,0.0037356620983680405
2020-01-28,7197440.513747787,333951.1483963322,6.098878333507962e-4,0.013576592687980971,0.007398028308688184,0.02551562176471125,6.673807851852308e-9,3.6366281694859705e-9,1.2542643120535979e-8,0.18129802325626074,0,0,4.227609874288536,2.314154410950403,7.900425089835557,0.15703771720602178,0.32546813529184854,0.07308249898954397,FALSE,0.003211410960730092
2020-01-29,7197440.513747787,333951.1483963322,0.0010004523120175956,0.02535436344954336,0.013965783716204461,0.047140394929077796,1.2463373819712312e-8,6.865121401556705e-9,2.3172672632037575e-8,0.19431419673752667,0,0,5.149749441478497,2.84754152111215,9.529552174692089,0.1412464406035553,0.28559552431540747,0.06771513759698311,FALSE,0.004923416903612324
2020-01-30,8101238.0701234825,352117.4792794837,6.931040200628557e-4,0.020191651699553437,0.01120166362224398,0.038484601470510055,9.925553984811097e-9,5.506370586054442e-9,1.8917768351161486e-8,0.20700196380356117,0,0,6.300324533510601,3.5064110833017557,11.976899380240331,0.12581505613259444,0.248787900149128,0.06188912607510639,FALSE,0.003204858986573896
2020-01-31,8101238.0701234825,352117.4792794837,0.0011464129037150838,0.03861908336410268,0.021583935061417103,0.07261000817423423,1.898387524101353e-8,1.06099548389838e-8,3.5692699472766557e-8,0.21911025380251492,0,0,7.708654290730158,4.320014853477853,14.460844376533323,0.1109670805617787,0.2150851349811094,0.05581599433660527,FALSE,0.005009834649160885
2020-02-01,8577157.492629264,356162.79437078285,8.541057957505607e-4,0.033526313950236315,0.01884668426818919,0.06249593010004563,1.6480436765465576e-8,9.264412090801811e-9,3.072095028524598e-8,0.2304719624051294,0,0,9.451846317292686,5.324826077539307,17.62943874478007,0.09693442231312824,0.18456938123563998,0.049706621666938046,FALSE,0.0035470650732966355
2020-02-02,10130015.32445678,387902.7384459024,0.0011903204659052611,0.05480496689362535,0.030948255515148255,0.10137724276981397,2.6940324924012723e-8,1.5213147761365427e-8,4.983372885564101e-8,0.24105424678035253,0,0,11.60648666104186,6.5653492683605075,21.521726644959653,0.08393219843762179,0.15731666490869714,0.04375878953471598,FALSE,0.004721925634704151
2020-02-03,12717232.570377542,490097.81965977256,5.934018400633055e-4,0.032220296891063836,0.018255435000134185,0.05926311262634508,1.583844159742356e-8,8.97377333494957e-9,2.9131803204278598e-8,0.2509598693614854,0,0,14.269236713938113,8.09598687950209,26.302693748602234,0.0721227871411914,0.1333334350015186,0.038137214961392885,FALSE,0.002258025256501017
2020-02-04,19219805.541177213,1007069.2293422804,6.830800938761917e-4,0.044247466664200444,0.024932432132343987,0.09267493109659279,2.1750603942735597e-8,1.2255966217349726e-8,4.555595774555798e-8,0.2604423296712585,0,0,17.642133478897318,9.984080481858756,35.11030794792245,0.06160510014304201,0.11254319436890867,0.032965609661477026,FALSE,0.0025080564500391724
2020-02-05,31652383.65228699,1868588.0184055173,4.302336403772784e-4,0.033252552859084517,0.018616778925222538,0.0765388178330632,1.6345864788412897e-8,9.151398161730201e-9,3.76239734935846e-8,0.2700708494204911,0,0,21.833925961794105,12.309681552487307,46.31586042806967,0.052443493123221455,0.09484351586030987,0.028340350571533272,FALSE,0.0015229763496162436
2020-02-06,35745691.46363639,1965988.8981613165,0.0014031021239498888,0.12793686115618758,0.07147950088798873,0.2931720987667261,6.288956648757494e-8,3.513697915494331e-8,1.4411379199918878e-7,0.2809533519231915,0,0,26.958376717156252,15.16898615318352,57.68551024943859,0.04459347299156376,0.08012561711921018,0.023457937067310804,FALSE,0.004745718278903968
2020-02-07,37642152.63786722,1981433.6661135175,0.001585383116420641,0.16844547023233658,0.0938460010274406,0.38417725301883465,8.280227061983858e-8,4.613161732960657e-8,1.8884894219224315e-7,0.2945880445635767,0,0,33.30007298165957,18.67901696704874,72.27283562759723,0.03821523620767711,0.06819144251932764,0.020371427621586634,FALSE,0.005058411443275516
2020-02-08,40975676.375599444,2020400.425825878,4.480764396836e-4,0.0546534818156774,0.030327304648385848,0.12493119896201474,2.686585982618722e-8,1.4907908673366408e-8,6.141208149465443e-8,0.3124785793978601,0,0,41.14370865935433,22.97862172791021,91.19433814301725,0.03306005714737056,0.058683340046716,0.017724817217472814,FALSE,0.0013283557461524927
2020-02-09,40975676.375599444,2020400.425825878,0.002304903659861976,0.3178146205775378,0.17563765202822784,0.7211092158125294,1.562272478072892e-7,8.633771139238683e-8,3.5447364866393526e-7,0.3360370366323266,0,0,50.69477665655997,28.23035985001325,110.95753695586367,0.0289525199525075,0.05118342115502431,0.015613851164261758,FALSE,0.0062691788294211214
2020-02-10,40975676.375599444,2020400.425825878,0.0012359029506776077,0.19025454482502108,0.10463779385683256,0.4296280417653134,9.352289667111151e-8,5.143650887165888e-8,2.1119105981927198e-7,0.36659667934311274,0,0,62.39335941680005,34.62731650289859,135.25053489685928,0.02569140078705283,0.045281283776692424,0.013937609693022194,FALSE,0.003049275541553755
2020-02-11,40975676.375599444,2020400.425825878,0.001088492190491694,0.18514219086344988,0.10126781113572142,0.41701427291235604,9.100983107399843e-8,4.977993585207728e-8,2.0499054459818555e-7,0.405307573862701,0,0,76.67591053973555,42.39337475181932,165.01045768278928,0.022973841250408328,0.040595383280328294,0.011543834205723162,FALSE,0.0024146070070795458
2020-02-12,40975676.375599444,2020400.425825878,7.544615899273279e-4,0.14053315800591692,0.07639681155376507,0.3162883982803524,6.908149304470052e-8,3.755416786240948e-8,1.5547700696374933e-7,0.45315402519087106,0,0,94.05044503609444,51.78731483170055,201.31975843866687,0.020754582844323025,0.03681281463364146,0.009783992373295901,FALSE,0.001494231717372347
2020-02-13,41752736.147934906,2034309.7957506827,0.001430250734944767,0.28935455262950494,0.15623183620346387,0.6518316017636819,1.4223721147777786e-7,7.679844855970554e-8,3.2041904488944805e-7,0.5112251125819784,0,0,115.10634371845893,63.10500587424945,245.5284969997928,0.01896349761507101,0.03370199612679371,0.008862279459285078,FALSE,0.0025138019615777514
2020-02-14,41752736.147934906,2034309.7957506827,0.002292832931931882,0.4996111745015104,0.2677391920635913,1.127617780180591,2.455924734497719e-7,1.3161180889108024e-7,5.542999313752444e-7,0.5810540943010368,0,0,140.51224155563986,76.67777219415889,298.9579876861716,0.017449033658906984,0.031107316585560266,0.008039730131733789,FALSE,0.003555641622183324
2020-02-15,41752736.147934906,2034309.7957506827,0.0016674716300263306,0.38787246168260014,0.20613948414417774,0.878101180304745,1.906653856225821e-7,1.0133141204686084e-7,4.316457513693071e-7,0.6648854379155903,0,0,171.03423893518735,92.87407299550476,363.38737630173773,0.01616007549101735,0.028934957274134924,0.007290863133113276,FALSE,0.002267805932293958
2020-02-16,41752736.147934906,2034309.7957506827,0.003849001057408587,0.9465240059578237,0.4984287477899839,2.1517958996556583,4.652801691929847e-7,2.4501123124467787e-7,1.0577523168547798e-6,0.765899828791784,0,0,207.53731219408772,112.10040904356131,440.80487197613934,0.015108061999769667,0.02713036011092237,0.00690263906179209,FALSE,0.004560741372002736
2020-02-17,41752736.147934906,2034309.7957506827,0.0031541883353508023,0.8113986437301639,0.422925167556698,1.854352848704226,3.9885697125631194e-7,2.0789614661450027e-7,9.115390647863195e-7,0.8884668916865046,0,0,251.00094335013122,134.8037538382696,533.5234032800658,0.014239766859664809,0.025657977037063576,0.006569045308131614,FALSE,0.0032326517697517636
2020-02-18,41752736.147934906,2034309.7957506827,0.0030057951047545743,0.7997103862119301,0.4121261226473333,1.8392431155917786,3.9311140706414784e-7,2.0258769018769543e-7,9.041116153663693e-7,1.0384923057860558,0,0,302.53954383690416,161.47574224411306,644.2597228132606,0.01354391879373745,0.02449657079356459,0.00629349388135399,FALSE,0.002643325153696422
2020-02-19,41752736.147934906,2034309.7957506827,0.0015376238628676423,0.4180475789536649,0.21274451257037577,0.9685332503218989,2.0549848397077632e-7,1.0457822747290596e-7,4.76099192141234e-7,1.2239396931112903,0,0,363.43397345888076,192.66080814208937,776.2323506910398,0.013013651265994219,0.023633967064885946,0.0060795805767081225,FALSE,0.0011502710519190446
2020-02-20,41752736.147934906,2034309.7957506827,0.00456846653613937,1.2534585312571638,0.6290865862614439,2.9280009540303356,6.161591188694167e-7,3.0923834097220377e-7,1.4393092734186393e-6,1.455639921585529,0,0,435.1822731938986,228.97005963954433,933.3063499903649,0.012646044297488154,0.023066948515720137,0.005928598673361965,FALSE,0.002880306962086841
2020-02-21,41752736.147934906,2034309.7957506827,0.008528087896820259,2.3312057745184815,1.1522734598658333,5.494507346975043,1.1459443293189476e-6,5.664198551630292e-7,2.700919672339045e-6,1.7485562941319042,0,0,519.5813389468343,271.10197143733143,1120.199611878033,0.012444156286835073,0.02280395275053524,0.0058488361781704095,FALSE,0.004486700348483879
2020-02-22,41752736.147934906,2034309.7957506827,0.00585492844172205,1.5740386223169078,0.7652106297712704,3.7449630995568133,7.737457812987969e-7,3.761524578850584e-7,1.8409010797565768e-6,2.1237084215488222,0,0,618.8601261137917,319.89629515848543,1342.8006337744214,0.012416861294969085,0.022866536946771064,0.005844199771500611,FALSE,0.002543448116784122
2020-02-23,41752736.147934906,2034309.7957506827,0.010943568304165888,2.8567353429004325,1.3642999089749617,6.861580166233042,1.4042774354563168e-6,6.706451061803593e-7,3.3729278503036668e-6,2.610867405917798,0,0,735.882320061166,376.42060925146563,1608.6344510247948,0.012580231372930809,0.02329043603135503,0.005922954966929502,FALSE,0.0038820545962606943
2020-02-24,41752736.147934906,2034309.7957506827,0.011160922346727787,2.7945731321276215,1.3099623226029384,6.773713493826074,1.3737205306512292e-6,6.439345301975248e-7,3.329735474889408e-6,3.2525307859450887,0,0,874.4478205796221,442.1054116739262,1927.514291093878,0.012958241282017828,0.02412789476061106,0.006096322609184057,FALSE,0.003195814623078661
2020-02-25,41752736.147934906,2034309.7957506827,0.012424629860081365,2.9503549680953602,1.3570376332756702,7.209957816802209,1.4502977738484746e-6,6.670752095429537e-7,3.5441788816347193e-6,4.110092454277849,0,0,1039.7343456206543,518.9528167765282,2312.445268281116,0.013585306575637451,0.025453312040296203,0.006379558287968847,FALSE,0.002837604605947867
2020-02-26,41752736.147934906,2034309.7957506827,0.029409975715949478,6.556055587377257,2.9604047096374084,16.127247776879457,3.2227419840732763e-6,1.4552378973060917e-6,7.927626269394395e-6,5.273271792882873,0,0,1238.9309787868847,609.8500333193024,2780.8788000092154,0.014509573066865462,0.027370755078499308,0.006793419249002377,FALSE,0.005291703653900642
2020-02-27,41752736.147934906,2034309.7957506827,0.034314982942638704,7.118584359282018,3.1604296317722747,17.58702910279109,3.499262685630033e-6,1.553563591137328e-6,8.645206909747629e-6,6.87414140318648,0,0,1482.1292431109316,719.0220364939731,3356.4114219889548,0.01579600509169558,0.03002200992569982,0.007365364441437097,FALSE,0.004802944407425891
2020-02-28,41752736.147934906,2034309.7957506827,0.03271004175750736,6.270356204222171,2.7442773077110756,15.513999017295903,3.0823015340730544e-6,1.3489967523350627e-6,7.626173284768099e-6,9.107396931043871,0,0,1783.550283915572,852.6636137920227,4071.0493970881635,0.017528337236868658,0.03359399005015778,0.008130155406655758,FALSE,0.0035156598951930594
2020-02-29,41752736.147934906,2034309.7957506827,0.03938428627964573,6.940927273743819,3.0058398121861933,17.140433226850366,3.411932286932011e-6,1.477572304112612e-6,8.425675018944378e-6,12.258763988522896,0,0,2163.1970700064194,1019.8624282370592,4968.186605545025,0.019808618250303688,0.03832105646128089,0.009129250970090218,FALSE,0.0032086430635389226
2020-03-01,41752736.147934906,2034309.7957506827,0.07425894140631263,11.99582986761298,5.164587875847743,29.4588879613013,5.896756675246892e-6,2.538742076863447e-6,1.4481023501354496e-5,16.74354435697636,0,0,2649.0255903748766,1233.8405220774148,6106.330922804746,0.022753018927788145,0.04448094484059169,0.010408545177128178,FALSE,0.004528393350067785
2020-03-02,41752736.147934906,2034309.7957506827,0.09838300447981428,14.555679286763871,6.263245475336402,35.413922081318226,7.155094724101579e-6,3.0788061328806583e-6,1.7408323036782162e-5,23.15728891255824,0,0,3279.7148316311577,1513.5803561872744,7563.665905468998,0.026482184948678333,0.052379564468298896,0.012014068595785255,FALSE,0.004438092954418431
2020-03-03,41752736.147934906,2034309.7957506827,0.13626368920505252,18.486408634100158,7.9934933383541775,44.400797036618826,9.087312400852138e-6,3.929339255530887e-6,2.1825976126824107e-5,32.339886407680815,0,0,4108.077305415426,1885.8872285615798,9443.503873864513,0.031103989729584235,0.06231758526441729,0.013985146741103049,FALSE,0.004500014790308512
2020-03-04,41752736.147934906,2034309.7957506827,0.19972549402783232,24.920454364918672,10.882966239635852,58.89714863034299,1.2250078339578929e-5,5.349709401374591e-6,2.8951907302107493e-5,45.452966228194086,0,0,5205.098053113396,2387.904253492747,11880.476359234848,0.03668724651045528,0.07453138270863394,0.01634482100695775,FALSE,0.004787701232642997
2020-03-05,41752736.147934906,2034309.7957506827,0.2673955007803141,30.817353287176495,13.650460235977523,71.4788194364534,1.5148800517771952e-5,6.710118716672823e-6,3.513664417571019e-5,64.06953312034186,0,0,6664.478104933737,3070.070703136998,15047.303635500639,0.043228033869612076,0.08910649447234138,0.019088700717856365,FALSE,0.004624121019223141
2020-03-06,41752736.147934906,2034309.7957506827,0.3462893712482944,37.05317262967696,16.701655270097003,84.17619945897401,1.821412486292626e-5,8.209986160900291e-6,4.1378259906531134e-5,90.27392171817942,0,0,8607.387536195216,3999.4199148060443,19161.669989059912,0.05061473317141011,0.1058728439421816,0.02217460730954241,FALSE,0.0043048105448794316
2020-03-07,41752736.147934906,2034309.7957506827,0.5414276540223728,54.07724402580284,24.859310708444216,120.17789347342207,2.6582600220851683e-5,1.2220022122673237e-5,5.907551235532202e-5,126.7702912923831,0,0,11186.849279299331,5262.640318872583,24492.399604240767,0.05860320959662122,0.12430136436295536,0.025516410988044205,FALSE,0.004834001305968241
2020-03-08,41752736.147934906,2034309.7957506827,0.8696451800262919,81.49297913332848,38.25217418976593,177.0747078552292,4.005927676480399e-5,1.8803514720161122e-5,8.704412092253958e-5,177.00074796444827,0,0,14590.831456421341,6968.558671030996,31363.032606926077,0.06681730392019354,0.14345512632899465,0.02898643231132791,FALSE,0.005585218318553319
