date,pop_age,pop_age_frac,infections,infections_lo,infections_hi,infections_pct,infections_lo_pct,infections_hi_pct
2021-03-05,44084236.445759006,2061013.2595846215,2637.332619663379,1677.5306443852032,4329.864444309473,0.0012796291374636325,8.13934911182131e-4,0.0021008425948613827
2021-03-06,44084236.445759006,2061013.2595846215,2032.8943812487687,1292.6027565442944,3337.8802831125086,9.863567698048096e-4,6.271685786266153e-4,0.0016195336287090302
2021-03-07,44084236.445759006,2061013.2595846215,2382.9181747937205,1514.8456287549034,3913.040908285776,0.0011561876973435756,7.350004284107356e-4,0.0018986005500393596
2021-03-08,44084236.445759006,2061013.2595846215,2407.319410463027,1530.1614192268823,3953.5101484165716,0.001168027133871133,7.424316229461195e-4,0.001918236154003864
2021-03-09,44084236.445759006,2061013.2595846215,2377.245329938715,1510.932367105163,3903.9836736940374,0.0011534352430211084,7.331017207573315e-4,0.0018942059957832828
2021-03-10,44084236.445759006,2061013.2595846215,2383.4368672221317,1514.9422154729682,3914.299151800269,0.00115643936599539,7.35047292116059e-4,0.0018992110475743182
2021-03-11,44084236.445759006,2061013.2595846215,2322.241496404742,1476.04859786712,3813.5118607508825,0.0011267474799617585,7.161761774228489e-4,0.0018503092316443715
2021-03-12,44084236.445759006,2061013.2595846215,2210.022152124595,1404.643292656003,3629.443045680495,0.0010722988519588684,6.815304492214165e-4,0.0017609993670841186
2021-03-13,44084236.445759006,2061013.2595846215,2243.04539995665,1425.703882516136,3683.286622983298,0.0010883216735872506,6.917490102918958e-4,0.0017871241758656278
2021-03-14,44084236.445759006,2061013.2595846215,2238.597820818073,1423.0090332132872,3675.1631059924875,0.001086163716030261,6.90441474161152e-4,0.0017831826597433844
2021-03-15,44084236.445759006,2061013.2595846215,2262.676302083348,1438.586126024611,3714.5100218770476,0.0010978465526899957,6.979994521309121e-4,0.001802273713962264
2021-03-16,44084236.445759006,2061013.2595846215,2211.0241335724104,1406.0663105572505,3629.6382310122012,0.001072785011590863,6.822208949983323e-4,0.0017610940706629524
2021-03-17,44084236.445759006,2061013.2595846215,2178.29703356777,1385.4663788298126,3574.9193215833297,0.001056905880366236,6.722258444416999e-4,0.0017345445522770786
2021-03-18,44084236.445759006,2061013.2595846215,2138.239615453823,1360.215752315566,3508.46744005433,0.0010374700917182675,6.59974284973647e-4,0.0017023022165133619
2021-03-19,44084236.445759006,2061013.2595846215,2074.484689494409,1319.8178724093475,3403.068161256837,0.001006536314042202,6.403733048643e-4,0.0016511626722589326
2021-03-20,44084236.445759006,2061013.2595846215,2074.9175836224745,1320.285214793983,3403.2002231247884,0.0010067463535099505,6.406000585654041e-4,0.0016512267484444386
2021-03-21,44084236.445759006,2061013.2595846215,2141.644757640216,1362.829528369826,3512.3439150574386,0.0010391222607038662,6.612424845071069e-4,0.0017041830753506747
2021-03-22,44084236.445759006,2061013.2595846215,2184.7125444903327,1390.5318217909953,3582.120915365055,0.0010600186749553672,6.74683588436129e-4,0.0017380387528836176
